Date,Open,High,Low,Close,Volume
2021-05-17,263.6681833851074,266.041660001533,263.6681833851074,265.2737731933594,838700
2021-05-18,266.9990781059981,267.4578137329457,262.9501647949219,262.9501647949219,766700
2021-05-19,261.12514612480464,261.9129978648664,257.614767044419,261.14508056640625,828600
2021-05-20,261.28470407212063,265.2837659611956,261.28470407212063,263.5385437011719,990100
2021-05-21,262.7706350039563,264.88484231275436,261.68361447006527,262.0924987792969,1282600
2021-05-24,262.9700963216729,264.50590045396757,262.1822445971874,262.20220947265625,757300
2021-05-25,262.2221443980039,262.76067865421396,260.46693967214077,260.8758239746094,1391600
2021-05-26,254.32377253514179,261.9030145964757,254.32377253514179,259.3500061035156,852900
2021-05-27,260.5299987792969,263.20001220703125,257.7200012207031,260.989990234375,1577100
2021-05-28,262.25,262.42999267578125,260.2699890136719,261.3599853515625,960800
2021-06-01,263.25,264.0199890136719,258.3299865722656,259.7699890136719,1236700
2021-06-02,261.7799987792969,262.45001220703125,258.2300109863281,258.6099853515625,1196000
2021-06-03,258.44000244140625,261.510009765625,257.7300109863281,258.739990234375,1044400
2021-06-04,258.489990234375,260.8299865722656,255.8800048828125,259.7300109863281,1177600
2021-06-07,260.95001220703125,260.95001220703125,256.3900146484375,256.989990234375,696200
2021-06-08,256.3800048828125,256.3800048828125,252.33999633789062,254.57000732421875,972900
2021-06-09,254.11000061035156,255.63999938964844,252.88999938964844,254.50999450683594,676700
2021-06-10,255.74000549316406,259.5,254.75999450683594,257.5,548500
2021-06-11,257.4599914550781,259.760009765625,256.29998779296875,257.489990234375,754900
2021-06-14,257.70001220703125,257.739990234375,254.1999969482422,256.1199951171875,996400
2021-06-15,255.83999633789062,258.510009765625,254.58999633789062,255.60000610351562,1100000
2021-06-16,255.7899932861328,256.0799865722656,234.35000610351562,237.13999938964844,3311500
2021-06-17,239.39999389648438,240.6199951171875,231.42999267578125,232.19000244140625,3293800
2021-06-18,230.6300048828125,230.6300048828125,224.38999938964844,225.1999969482422,2021500
2021-06-21,226.35000610351562,230.49000549316406,224.97000122070312,230.17999267578125,1342900
2021-06-22,228.7100067138672,232.08999633789062,228.7100067138672,230.41000366210938,1383400
2021-06-23,229.22000122070312,231.75999450683594,229.22000122070312,230.14999389648438,1034500
2021-06-24,230.00999450683594,233.6999969482422,229.88999938964844,232.5500030517578,1132900
2021-06-25,231.86000061035156,236.6699981689453,231.86000061035156,235.5,852100
2021-06-28,234.77000427246094,235.1699981689453,230.61000061035156,231.3699951171875,555000
2021-06-29,231.5399932861328,234.25999450683594,231.5399932861328,232.19000244140625,608500
2021-06-30,232.08999633789062,233.02999877929688,229.49000549316406,230.02000427246094,701300
2021-07-01,230.25,233.5500030517578,230.10000610351562,231.0,409600
2021-07-02,230.4199981689453,233.7100067138672,230.4199981689453,231.6999969482422,471000
2021-07-06,230.8300018310547,231.83999633789062,228.86000061035156,229.9499969482422,1261400
2021-07-07,230.52000427246094,232.0399932861328,229.3300018310547,230.77000427246094,607900
2021-07-08,229.22000122070312,230.6999969482422,223.41000366210938,224.14999389648438,1834900
2021-07-09,227.11000061035156,230.3800048828125,226.0399932861328,228.2100067138672,701800
2021-07-12,226.16000366210938,227.47000122070312,223.86000061035156,225.1699981689453,720300
2021-07-13,225.72999572753906,226.4600067138672,223.38999938964844,224.0,956100
2021-07-14,224.0,224.0,221.22999572753906,223.0500030517578,764600
2021-07-15,222.63999938964844,225.00999450683594,221.49000549316406,221.91000366210938,881000
2021-07-16,222.2899932861328,224.47999572753906,221.19000244140625,222.36000061035156,607800
2021-07-19,220.19000244140625,220.19000244140625,213.36000061035156,216.08999633789062,850100
2021-07-20,217.02000427246094,221.42999267578125,217.02000427246094,219.6999969482422,546600
2021-07-21,220.44000244140625,231.1300048828125,219.92999267578125,224.6199951171875,2505100
2021-07-22,224.9499969482422,227.25,224.22999572753906,226.33999633789062,708500
2021-07-23,227.49000549316406,227.99000549316406,226.02999877929688,226.41000366210938,317400
2021-07-26,215.0,215.7899932861328,204.0,206.07000732421875,7229000
2021-07-27,205.63999938964844,210.1999969482422,203.0,206.0,5299800
2021-07-28,209.02999877929688,209.60000610351562,199.77999877929688,201.60000610351562,5071400
2021-07-29,204.52000427246094,206.10000610351562,200.9600067138672,203.55999755859375,4271400
2021-07-30,205.02999877929688,206.58999633789062,201.97999572753906,206.0800018310547,2461900
2021-08-03,207.25,214.52000427246094,205.32000732421875,212.94000244140625,2529100
2021-08-04,213.0,214.0,207.13999938964844,211.19000244140625,227500000
2021-08-05,210.8800048828125,217.52000427246094,210.8800048828125,217.50999450683594,282230000
2021-08-06,217.52999877929688,219.16000366210938,214.10000610351562,215.97999572753906,202270000
2021-08-09,216.52999877929688,218.63999938964844,214.35000610351562,217.83999633789062,236680000
2021-08-10,218.75,219.8000030517578,216.10000610351562,218.0800018310547,131350000
2021-08-11,218.8800048828125,222.82000732421875,218.02999877929688,222.0500030517578,183510000
2021-08-12,223.02999877929688,223.02999877929688,220.1199951171875,221.27999877929688,143820000
2021-08-13,222.8000030517578,223.49000549316406,219.1699981689453,219.24000549316406,153510000
2021-08-16,218.6999969482422,219.52999877929688,216.66000366210938,218.77999877929688,204840000
2021-08-17,218.25999450683594,218.6699981689453,214.89999389648438,216.02000427246094,199540000
2021-08-18,215.0800018310547,217.88999938964844,213.9199981689453,214.1199951171875,217170000
2021-08-19,212.36000061035156,215.75,212.22999572753906,214.32000732421875,229160000
2021-08-20,213.4199981689453,219.67999267578125,212.5800018310547,218.75,192570000
2021-08-23,219.5800018310547,221.5500030517578,217.22000122070312,217.8300018310547,221730000
2021-08-24,218.8300018310547,218.85000610351562,214.41000366210938,216.36000061035156,244700000
2021-08-25,216.30999755859375,218.52000427246094,213.8800048828125,216.3699951171875,194230000
2021-08-26,215.75,217.74000549316406,213.6699981689453,214.75,131410000
2021-08-27,214.75999450683594,220.25999450683594,214.00999450683594,219.3000030517578,150200000
2021-08-30,219.55999755859375,219.88999938964844,215.25,215.72000122070312,85190000
2021-08-31,215.60000610351562,222.07000732421875,215.27999877929688,220.72000122070312,202810000
2021-09-01,221.6300048828125,224.22000122070312,219.9600067138672,223.6999969482422,176110000
2021-09-02,224.25,230.4600067138672,223.92999267578125,230.05999755859375,295860000
2021-09-03,230.0500030517578,231.0,226.8699951171875,228.52000427246094,198250000
